theta1_deg,theta2_deg,r_max_mm,center_x_mm,center_z_mm,phi_deg,g_mm,secure_wrap,caged,self_collision_ok,self_collision_clearance_mm,self_collision_pair
24.0,6.0,92.965,137.585,-223.528,24.0,185.929,False,False,True,17.456,housing|node1
24.0,8.0,82.681,137.585,-202.172,30.0,165.361,False,False,True,17.456,housing|node1
24.0,10.0,68.52,137.585,-179.299,30.0,137.04,False,False,True,17.456,housing|node1
24.0,12.0,52.563,137.585,-155.353,32.0,105.125,False,False,True,17.456,housing|node1
24.0,14.0,43.277,137.585,-139.476,42.0,86.553,False,False,True,17.456,housing|node1
24.0,16.0,35.332,137.585,-126.676,46.0,70.665,False,False,True,17.456,housing|node1
24.0,18.0,29.047,137.585,-117.094,54.0,58.094,False,False,True,10.048,housing|gripper_claw_left
24.0,20.0,,,,,,False,False,False,-13.147,housing|node9
24.0,22.0,,,,,,False,False,False,-35.585,housing|node9
24.0,24.0,,,,,,False,False,False,-13.148,housing|node8
24.0,26.0,,,,,,False,False,False,-28.413,housing|node8
24.0,28.0,,,,,,False,False,False,-3.501,housing|node7
24.0,30.0,,,,,,False,False,False,-13.148,housing|node7
24.0,32.0,,,,,,False,False,False,-22.551,housing|node7
24.0,34.0,,,,,,False,False,False,-31.644,housing|node7
24.0,36.0,,,,,,False,False,False,-3.207,housing|node6
26.0,-36.0,95.544,234.904,170.0,18.0,191.088,False,False,True,16.718,housing|node1
26.0,-34.0,95.891,235.306,170.0,18.0,191.783,False,False,True,16.718,housing|node1
26.0,-32.0,93.887,232.984,170.0,18.0,187.774,False,False,True,16.718,housing|node1
26.0,-30.0,89.472,227.829,170.0,20.0,178.943,False,False,True,16.718,housing|node1
26.0,-28.0,82.692,219.795,170.0,22.0,165.385,False,False,True,16.718,housing|node1
26.0,-26.0,73.731,208.905,170.0,26.0,147.462,False,False,True,16.718,housing|node1
26.0,-24.0,71.575,195.248,-91.457,62.0,143.149,False,False,True,16.718,housing|node1
26.0,-22.0,66.936,178.98,-105.169,112.0,133.872,False,False,True,16.718,housing|node1
26.0,-20.0,59.133,-15.0,-264.315,34.0,118.266,False,False,True,16.718,housing|node1
26.0,-18.0,54.628,-15.0,-276.337,38.0,109.256,False,False,True,16.718,housing|node1
26.0,-16.0,44.008,-15.0,-285.727,34.0,88.016,False,False,True,16.718,housing|node1
26.0,-14.0,34.984,129.118,-144.105,60.0,69.969,False,False,True,16.718,housing|node1
26.0,-12.0,43.245,129.118,-180.304,54.0,86.491,False,False,True,16.718,housing|node1
26.0,-10.0,53.796,129.118,-218.175,46.0,107.592,False,False,True,16.718,housing|node1
26.0,-8.0,71.47,129.118,-292.7,24.0,142.94,False,False,True,16.718,housing|node1
26.0,-6.0,95.938,129.118,-286.305,28.0,191.876,False,False,True,16.718,housing|node1
26.0,-4.0,114.179,129.118,-276.706,30.0,228.359,False,False,True,16.718,housing|node1
26.0,-2.0,122.117,129.118,-264.05,28.0,244.233,False,False,True,16.718,housing|node1
26.0,0.0,121.897,129.118,-248.555,26.0,243.794,False,False,True,16.718,housing|node1
26.0,2.0,115.553,129.118,-230.497,24.0,231.106,False,False,True,16.718,housing|node1
26.0,4.0,104.898,129.118,-210.21,26.0,209.795,False,False,True,16.718,housing|node1
26.0,6.0,90.238,129.118,-188.075,24.0,180.477,False,False,True,16.718,housing|node1
26.0,8.0,74.425,129.118,-164.511,32.0,148.85,False,False,True,16.718,housing|node1
26.0,10.0,56.866,129.118,-139.966,38.0,113.733,False,False,True,16.718,housing|node1
26.0,12.0,44.503,129.118,-123.586,38.0,89.006,False,False,True,16.718,housing|node1
26.0,14.0,35.537,129.118,-112.122,40.0,71.073,False,False,True,16.718,housing|node1
26.0,16.0,,,,,,False,False,False,-6.119,housing|node9
26.0,18.0,,,,,,False,False,False,-29.944,housing|node9
26.0,20.0,,,,,,False,False,False,-14.178,housing|node8
26.0,22.0,,,,,,False,False,False,-30.043,housing|node8
26.0,24.0,,,,,,False,False,False,-9.245,housing|node7
26.0,26.0,,,,,,False,False,False,-19.06,housing|node7
26.0,28.0,,,,,,False,False,False,-0.675,housing|node6
26.0,30.0,,,,,,False,False,False,-5.76,housing|node6
26.0,32.0,,,,,,False,False,False,-10.824,housing|node6
26.0,34.0,,,,,,False,False,False,-15.848,housing|node6
26.0,36.0,,,,,,False,False,False,-20.813,housing|node6
28.0,-36.0,71.715,200.518,170.0,32.0,143.431,False,False,True,5.328,housing|node4
28.0,-34.0,69.255,197.55,170.0,32.0,138.51,False,False,True,5.328,housing|node4
28.0,-32.0,64.492,191.805,170.0,34.0,128.984,False,False,True,5.328,housing|node4
28.0,-30.0,57.397,183.247,170.0,38.0,114.794,False,False,True,5.328,housing|node4
28.0,-28.0,59.396,171.904,-84.519,52.0,118.793,False,False,True,5.328,housing|node4
28.0,-26.0,61.036,157.874,-99.278,66.0,122.072,False,False,True,5.328,housing|node4
28.0,-24.0,59.663,141.319,-112.271,152.0,119.325,False,False,True,5.328,housing|node4
28.0,-22.0,45.114,122.467,-122.781,64.0,90.228,False,False,True,5.328,housing|node5
28.0,-20.0,47.849,120.333,-130.908,62.0,95.697,False,False,True,5.328,housing|node5
28.0,-18.0,53.443,120.333,-138.95,56.0,106.886,False,False,True,5.327,housing|node5
28.0,-16.0,60.457,120.333,-164.607,52.0,120.914,False,False,True,5.327,housing|node5
28.0,-14.0,69.949,120.333,-176.795,48.0,139.898,False,False,True,5.327,housing|node5
28.0,-12.0,81.919,120.333,-210.972,42.0,163.838,False,False,True,5.327,housing|node5
28.0,-10.0,99.457,120.333,-280.979,18.0,198.914,False,False,True,5.3,housing|node5
28.0,-8.0,123.155,120.333,-273.492,24.0,246.311,False,False,True,5.199,housing|node5
28.0,-6.0,138.092,120.333,-262.844,30.0,276.184,False,False,True,5.023,housing|node5
28.0,-4.0,140.918,120.333,-249.194,26.0,281.835,False,False,True,4.773,housing|node5
28.0,-2.0,135.555,120.333,-232.766,26.0,271.11,False,False,True,4.448,housing|node5
28.0,0.0,124.67,120.333,-213.847,26.0,249.341,False,False,True,4.049,housing|node5
28.0,2.0,109.973,120.333,-192.778,26.0,219.947,False,False,True,3.577,housing|node5
28.0,4.0,92.743,120.333,-169.947,30.0,185.485,False,False,True,3.032,housing|node5
28.0,6.0,73.285,120.333,-145.778,30.0,146.57,False,False,True,2.415,housing|node5
28.0,8.0,53.334,120.333,-120.723,34.0,106.667,False,False,True,1.726,housing|node5
28.0,10.0,40.472,120.333,-103.934,46.0,80.944,False,False,True,0.967,housing|node5
28.0,12.0,,,,,,False,False,False,-1.388,housing|node9
28.0,14.0,,,,,,False,False,False,-0.76,housing|node5
28.0,16.0,,,,,,False,False,False,-1.725,housing|node5
28.0,18.0,,,,,,False,False,False,-2.757,housing|node5
28.0,20.0,,,,,,False,False,False,-3.854,housing|node5
28.0,22.0,,,,,,False,False,False,-5.014,housing|node5
28.0,24.0,,,,,,False,False,False,-6.237,housing|node5
28.0,26.0,,,,,,False,False,False,-7.521,housing|node5
28.0,28.0,,,,,,False,False,False,-8.864,housing|node5
28.0,30.0,,,,,,False,False,False,-10.265,housing|node5
28.0,32.0,,,,,,False,False,False,-11.722,housing|node5
28.0,34.0,,,,,,False,False,False,-13.233,housing|node5
28.0,36.0,,,,,,False,False,False,-14.796,housing|node5
30.0,-36.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-34.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-32.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-30.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-28.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-26.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-24.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-22.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-20.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-18.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-16.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-14.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-12.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-10.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-8.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-6.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-4.0,,,,,,False,False,False,-14.0,housing|node4
30.0,-2.0,,,,,,False,False,False,-14.0,housing|node4
30.0,0.0,,,,,,False,False,False,-14.0,housing|node4
30.0,2.0,,,,,,False,False,False,-14.0,housing|node4
30.0,4.0,,,,,,False,False,False,-14.0,housing|node4
30.0,6.0,,,,,,False,False,False,-14.0,housing|node4
30.0,8.0,,,,,,False,False,False,-14.0,housing|node4
30.0,10.0,,,,,,False,False,False,-14.0,housing|node4
30.0,12.0,,,,,,False,False,False,-14.0,housing|node4
30.0,14.0,,,,,,False,False,False,-14.0,housing|node4
30.0,16.0,,,,,,False,False,False,-14.0,housing|node4
30.0,18.0,,,,,,False,False,False,-14.0,housing|node4
30.0,20.0,,,,,,False,False,False,-14.0,housing|node4
30.0,22.0,,,,,,False,False,False,-14.0,housing|node4
30.0,24.0,,,,,,False,False,False,-14.0,housing|node4
30.0,26.0,,,,,,False,False,False,-14.0,housing|node4
30.0,28.0,,,,,,False,False,False,-14.0,housing|node4
30.0,30.0,,,,,,False,False,False,-14.0,housing|node4
30.0,32.0,,,,,,False,False,False,-14.0,housing|node4
30.0,34.0,,,,,,False,False,False,-14.0,housing|node4
30.0,36.0,,,,,,False,False,False,-14.0,housing|node4
32.0,-36.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-34.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-32.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-30.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-28.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-26.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-24.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-22.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-20.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-18.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-16.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-14.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-12.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-10.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-8.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-6.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-4.0,,,,,,False,False,False,-31.715,housing|node4
32.0,-2.0,,,,,,False,False,False,-31.715,housing|node4
32.0,0.0,,,,,,False,False,False,-31.715,housing|node4
32.0,2.0,,,,,,False,False,False,-31.715,housing|node4
32.0,4.0,,,,,,False,False,False,-31.715,housing|node4
32.0,6.0,,,,,,False,False,False,-31.715,housing|node4
32.0,8.0,,,,,,False,False,False,-31.715,housing|node4
32.0,10.0,,,,,,False,False,False,-31.715,housing|node4
32.0,12.0,,,,,,False,False,False,-31.715,housing|node4
32.0,14.0,,,,,,False,False,False,-31.715,housing|node4
32.0,16.0,,,,,,False,False,False,-31.715,housing|node4
32.0,18.0,,,,,,False,False,False,-31.715,housing|node4
32.0,20.0,,,,,,False,False,False,-31.715,housing|node4
32.0,22.0,,,,,,False,False,False,-31.715,housing|node4
32.0,24.0,,,,,,False,False,False,-31.715,housing|node4
32.0,26.0,,,,,,False,False,False,-31.715,housing|node4
32.0,28.0,,,,,,False,False,False,-31.715,housing|node4
32.0,30.0,,,,,,False,False,False,-31.715,housing|node4
32.0,32.0,,,,,,False,False,False,-31.715,housing|node4
32.0,34.0,,,,,,False,False,False,-31.715,housing|node4
32.0,36.0,,,,,,False,False,False,-31.715,housing|node4
34.0,-36.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-34.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-32.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-30.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-28.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-26.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-24.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-22.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-20.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-18.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-16.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-14.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-12.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-10.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-8.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-6.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-4.0,,,,,,False,False,False,-14.297,housing|node3
34.0,-2.0,,,,,,False,False,False,-14.297,housing|node3
34.0,0.0,,,,,,False,False,False,-14.297,housing|node3
34.0,2.0,,,,,,False,False,False,-14.297,housing|node3
34.0,4.0,,,,,,False,False,False,-14.297,housing|node3
34.0,6.0,,,,,,False,False,False,-14.297,housing|node3
34.0,8.0,,,,,,False,False,False,-14.297,housing|node3
34.0,10.0,,,,,,False,False,False,-14.297,housing|node3
34.0,12.0,,,,,,False,False,False,-14.297,housing|node3
34.0,14.0,,,,,,False,False,False,-14.297,housing|node3
34.0,16.0,,,,,,False,False,False,-14.297,housing|node3
34.0,18.0,,,,,,False,False,False,-14.297,housing|node3
34.0,20.0,,,,,,False,False,False,-14.297,housing|node3
34.0,22.0,,,,,,False,False,False,-14.297,housing|node3
34.0,24.0,,,,,,False,False,False,-14.297,housing|node3
34.0,26.0,,,,,,False,False,False,-14.297,housing|node3
34.0,28.0,,,,,,False,False,False,-14.297,housing|node3
34.0,30.0,,,,,,False,False,False,-14.297,housing|node3
34.0,32.0,,,,,,False,False,False,-14.297,housing|node3
34.0,34.0,,,,,,False,False,False,-14.297,housing|node3
34.0,36.0,,,,,,False,False,False,-14.297,housing|node3
36.0,-36.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-34.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-32.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-30.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-28.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-26.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-24.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-22.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-20.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-18.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-16.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-14.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-12.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-10.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-8.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-6.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-4.0,,,,,,False,False,False,-28.221,housing|node3
36.0,-2.0,,,,,,False,False,False,-28.221,housing|node3
36.0,0.0,,,,,,False,False,False,-28.221,housing|node3
36.0,2.0,,,,,,False,False,False,-28.221,housing|node3
36.0,4.0,,,,,,False,False,False,-28.221,housing|node3
36.0,6.0,,,,,,False,False,False,-28.221,housing|node3
36.0,8.0,,,,,,False,False,False,-28.221,housing|node3
36.0,10.0,,,,,,False,False,False,-28.221,housing|node3
36.0,12.0,,,,,,False,False,False,-28.221,housing|node3
36.0,14.0,,,,,,False,False,False,-28.221,housing|node3
36.0,16.0,,,,,,False,False,False,-28.221,housing|node3
36.0,18.0,,,,,,False,False,False,-28.221,housing|node3
36.0,20.0,,,,,,False,False,False,-28.221,housing|node3
36.0,22.0,,,,,,False,False,False,-28.221,housing|node3
36.0,24.0,,,,,,False,False,False,-28.221,housing|node3
36.0,26.0,,,,,,False,False,False,-28.221,housing|node3
36.0,28.0,,,,,,False,False,False,-28.221,housing|node3
36.0,30.0,,,,,,False,False,False,-28.221,housing|node3
36.0,32.0,,,,,,False,False,False,-28.221,housing|node3
36.0,34.0,,,,,,False,False,False,-28.221,housing|node3
36.0,36.0,,,,,,False,False,False,-28.221,housing|node3
