theta1_deg,theta2_deg,r_max_mm,center_x_mm,center_z_mm,phi_deg,g_mm,secure_wrap,caged,self_collision_ok,self_collision_clearance_mm,self_collision_pair
-36.0,-36.0,,,,,,False,False,False,-44.226,housing|node6
-36.0,-34.0,,,,,,False,False,False,-41.603,housing|node6
-36.0,-32.0,,,,,,False,False,False,-38.72,housing|node6
-36.0,-30.0,,,,,,False,False,False,-35.585,housing|node6
-36.0,-28.0,,,,,,False,False,False,-32.21,housing|node6
-36.0,-26.0,,,,,,False,False,False,-28.603,housing|node6
-36.0,-24.0,,,,,,False,False,False,-24.778,housing|node6
-36.0,-22.0,,,,,,False,False,False,-20.748,housing|node6
-36.0,-20.0,,,,,,False,False,False,-16.525,housing|node6
-36.0,-18.0,,,,,,False,False,False,-12.125,housing|node6
-36.0,-16.0,,,,,,False,False,False,-7.563,housing|node6
-36.0,-14.0,,,,,,False,False,False,-2.854,housing|node6
-36.0,-12.0,,,,,,False,False,False,-27.406,housing|node7
-36.0,-10.0,,,,,,False,False,False,-18.068,housing|node7
-36.0,-8.0,,,,,,False,False,False,-8.362,housing|node7
-36.0,-6.0,,,,,,False,False,False,-18.695,housing|node8
-36.0,-4.0,,,,,,False,False,False,-1.909,housing|node8
-36.0,-2.0,45.739,-285.328,181.895,74.0,88.76,False,True,True,12.141,housing|node9
-36.0,0.0,54.0,-287.0,192.567,56.0,108.0,False,False,True,12.229,housing|node1
-36.0,2.0,52.772,-285.328,226.783,50.0,105.545,False,False,True,12.229,housing|node1
-36.0,4.0,54.886,-280.347,247.709,48.0,109.771,False,False,True,12.229,housing|node1
-36.0,6.0,59.404,98.902,400.294,34.0,118.808,False,False,True,12.229,housing|node1
-36.0,8.0,78.633,98.902,423.597,24.0,157.266,False,False,True,12.229,housing|node1
-36.0,10.0,97.349,98.902,445.109,18.0,194.698,False,False,True,12.229,housing|node1
-36.0,12.0,114.752,98.902,464.464,16.0,229.503,False,False,True,12.229,housing|node1
-36.0,14.0,130.246,98.902,481.347,14.0,260.491,False,False,True,12.229,housing|node1
-36.0,16.0,143.408,98.902,495.499,12.0,286.815,False,False,True,12.229,housing|node1
-36.0,18.0,153.942,98.902,506.728,12.0,307.884,False,False,True,12.229,housing|node1
-36.0,20.0,161.659,98.902,514.907,12.0,323.317,False,False,True,12.229,housing|node1
-36.0,22.0,152.526,98.902,519.979,12.0,305.051,False,False,True,12.229,housing|node1
-36.0,24.0,130.693,98.902,482.134,28.0,261.386,False,False,True,12.229,housing|node1
-36.0,26.0,112.411,98.902,461.901,32.0,224.821,False,False,True,12.229,housing|node1
-36.0,28.0,96.396,98.902,444.118,36.0,192.792,False,False,True,12.229,housing|node1
-36.0,30.0,82.208,98.902,427.779,42.0,164.415,False,False,True,12.229,housing|node1
-36.0,32.0,69.536,98.902,413.304,46.0,139.072,False,False,True,12.229,housing|node1
-36.0,34.0,58.361,98.902,399.005,60.0,116.722,False,False,True,12.229,housing|node1
-36.0,36.0,47.986,98.902,386.18,68.0,95.972,False,False,True,12.229,housing|node1
-34.0,-36.0,,,,,,False,False,False,-20.593,housing|node6
-34.0,-34.0,,,,,,False,False,False,-17.266,housing|node6
-34.0,-32.0,,,,,,False,False,False,-13.708,housing|node6
-34.0,-30.0,,,,,,False,False,False,-9.93,housing|node6
-34.0,-28.0,,,,,,False,False,False,-5.945,housing|node6
-34.0,-26.0,,,,,,False,False,False,-1.766,housing|node6
-34.0,-24.0,,,,,,False,False,False,-41.553,housing|node7
-34.0,-22.0,,,,,,False,False,False,-34.334,housing|node7
-34.0,-20.0,,,,,,False,False,False,-26.512,housing|node7
-34.0,-18.0,,,,,,False,False,False,-18.137,housing|node7
-34.0,-16.0,,,,,,False,False,False,-9.267,housing|node7
-34.0,-14.0,,,,,,False,False,False,-35.929,housing|node8
-34.0,-12.0,,,,,,False,False,False,-21.07,housing|node8
-34.0,-10.0,,,,,,False,False,False,-5.311,housing|node8
-34.0,-8.0,,,,,,False,False,False,-12.089,housing|node9
-34.0,-6.0,34.281,-267.281,192.159,50.0,68.563,False,False,True,13.23,housing|node1
-34.0,-4.0,38.052,-271.052,194.191,46.0,76.105,False,False,True,13.23,housing|node1
-34.0,-2.0,43.515,-271.508,240.212,44.0,87.03,False,False,True,13.23,housing|node1
-34.0,0.0,51.953,-268.623,257.764,42.0,103.906,False,False,True,13.23,housing|node1
-34.0,2.0,54.787,103.182,405.467,28.0,109.573,False,False,True,13.23,housing|node1
-34.0,4.0,75.784,103.182,429.837,22.0,151.569,False,False,True,13.23,housing|node1
-34.0,6.0,96.421,103.182,452.726,18.0,192.843,False,False,True,13.23,housing|node1
-34.0,8.0,115.86,103.182,473.729,16.0,231.72,False,False,True,13.23,housing|node1
-34.0,10.0,133.501,103.182,492.485,14.0,267.002,False,False,True,13.23,housing|node1
-34.0,12.0,148.897,103.182,508.686,14.0,297.794,False,False,True,13.23,housing|node1
-34.0,14.0,161.715,103.182,522.08,12.0,323.429,False,False,True,13.23,housing|node1
-34.0,16.0,171.715,103.182,532.482,12.0,343.43,False,False,True,13.23,housing|node1
-34.0,18.0,153.991,103.182,539.776,12.0,307.982,False,False,True,13.23,housing|node1
-34.0,20.0,133.372,103.182,492.39,28.0,266.744,False,False,True,13.23,housing|node1
-34.0,22.0,115.693,103.182,473.895,32.0,231.387,False,False,True,13.23,housing|node1
-34.0,24.0,100.3,103.182,457.069,32.0,200.6,False,False,True,13.23,housing|node1
-34.0,26.0,86.459,103.182,442.215,38.0,172.917,False,False,True,13.23,housing|node1
-34.0,28.0,74.027,103.182,428.519,40.0,148.054,False,False,True,13.23,housing|node1
-34.0,30.0,62.852,103.182,415.612,48.0,125.703,False,False,True,13.23,housing|node1
-34.0,32.0,52.675,103.182,403.4,54.0,105.351,False,False,True,13.23,housing|node1
-34.0,34.0,43.221,103.182,391.214,64.0,86.443,False,False,True,13.23,housing|node1
-34.0,36.0,23.221,103.182,109.628,112.0,46.442,False,False,True,13.23,housing|node1
-32.0,-36.0,,,,,,False,False,False,-46.657,housing|node7
-32.0,-34.0,,,,,,False,False,False,-42.272,housing|node7
-32.0,-32.0,,,,,,False,False,False,-37.148,housing|node7
-32.0,-30.0,,,,,,False,False,False,-31.311,housing|node7
-32.0,-28.0,,,,,,False,False,False,-24.793,housing|node7
-32.0,-26.0,,,,,,False,False,False,-17.63,housing|node7
-32.0,-24.0,,,,,,False,False,False,-9.867,housing|node7
-32.0,-22.0,,,,,,False,False,False,-1.554,housing|node7
-32.0,-20.0,,,,,,False,False,False,-36.047,housing|node8
-32.0,-18.0,,,,,,False,False,False,-22.902,housing|node8
-32.0,-16.0,,,,,,False,False,False,-8.62,housing|node8
-32.0,-14.0,,,,,,False,False,False,-31.659,housing|node9
-32.0,-12.0,,,,,,False,False,False,-9.429,housing|node9
-32.0,-10.0,25.452,107.321,107.919,106.0,50.904,False,False,True,14.18,housing|node1
-32.0,-8.0,30.622,-155.41,250.858,102.0,57.907,False,True,True,14.18,housing|node1
-32.0,-6.0,35.964,-252.789,249.977,50.0,71.928,False,False,True,14.18,housing|node1
-32.0,-4.0,48.065,-252.035,264.082,42.0,96.13,False,False,True,14.18,housing|node1
-32.0,-2.0,49.417,107.321,408.07,28.0,98.833,False,False,True,14.18,housing|node1
-32.0,0.0,71.969,107.321,433.168,24.0,143.938,False,False,True,14.18,housing|node1
-32.0,2.0,94.247,107.321,457.123,24.0,188.493,False,False,True,14.18,housing|node1
-32.0,4.0,115.273,107.321,479.498,24.0,230.546,False,False,True,14.18,housing|node1
-32.0,6.0,134.441,107.321,499.896,24.0,268.881,False,False,True,14.18,housing|node1
-32.0,8.0,151.416,107.321,517.961,26.0,302.832,False,False,True,14.18,housing|node1
-32.0,10.0,165.915,107.321,533.391,30.0,331.831,False,False,True,14.18,housing|node1
-32.0,12.0,174.597,107.321,545.944,66.0,349.195,False,False,True,14.18,housing|node1
-32.0,14.0,152.788,107.321,555.442,14.0,305.577,False,False,True,14.18,housing|node1
-32.0,16.0,133.653,107.321,499.695,58.0,267.305,False,False,True,14.18,housing|node1
-32.0,18.0,117.623,107.321,482.018,48.0,235.246,False,False,True,14.18,housing|node1
-32.0,20.0,103.311,107.321,466.892,44.0,206.621,False,False,True,14.18,housing|node1
-32.0,22.0,90.323,107.321,453.444,46.0,180.646,False,False,True,14.18,housing|node1
-32.0,24.0,78.867,107.321,440.714,50.0,157.733,False,False,True,14.18,housing|node1
-32.0,26.0,68.105,107.321,429.371,50.0,136.211,False,False,True,14.18,housing|node1
-32.0,28.0,58.268,107.321,418.062,52.0,116.536,False,False,True,14.18,housing|node1
-32.0,30.0,37.341,-46.495,257.576,78.0,74.67,False,True,True,14.18,housing|node1
-32.0,32.0,35.931,-41.683,255.878,84.0,71.687,False,True,True,14.18,housing|node1
-32.0,34.0,35.415,114.606,386.267,72.0,70.829,False,False,True,14.18,housing|node1
-32.0,36.0,37.335,123.943,104.647,78.0,74.669,False,False,True,14.18,housing|node1
-30.0,-36.0,,,,,,False,False,False,-22.156,housing|node7
-30.0,-34.0,,,,,,False,False,False,-16.389,housing|node7
-30.0,-32.0,,,,,,False,False,False,-9.948,housing|node7
-30.0,-30.0,,,,,,False,False,False,-2.867,housing|node7
-30.0,-28.0,,,,,,False,False,False,-44.703,housing|node8
-30.0,-26.0,,,,,,False,False,False,-35.028,housing|node8
-30.0,-24.0,,,,,,False,False,False,-23.924,housing|node8
-30.0,-22.0,,,,,,False,False,False,-11.495,housing|node8
-30.0,-20.0,,,,,,False,False,False,-44.853,housing|node9
-30.0,-18.0,,,,,,False,False,False,-26.491,housing|node9
-30.0,-16.0,,,,,,False,False,False,-5.928,housing|node9
-30.0,-14.0,40.157,-62.521,260.104,102.0,73.929,False,True,True,10.904,housing|gripper_claw_left
-30.0,-12.0,42.019,-83.609,261.966,84.0,79.925,False,True,True,15.079,housing|node1
-30.0,-10.0,42.987,-139.086,262.934,92.0,82.644,False,True,True,15.079,housing|node1
-30.0,-8.0,49.66,-159.686,269.607,88.0,94.459,False,True,True,15.079,housing|node1
-30.0,-6.0,58.87,-228.864,278.817,52.0,117.095,False,True,True,15.079,housing|node1
-30.0,-4.0,64.997,111.301,433.481,34.0,129.994,False,False,True,15.079,housing|node1
-30.0,-2.0,86.372,111.301,458.163,30.0,172.744,False,False,True,15.079,housing|node1
-30.0,0.0,106.671,111.301,481.603,26.0,213.343,False,False,True,15.079,housing|node1
-30.0,2.0,125.107,111.301,503.37,26.0,250.213,False,False,True,15.079,housing|node1
-30.0,4.0,140.803,111.301,523.071,26.0,281.606,False,False,True,15.079,housing|node1
-30.0,6.0,152.447,111.301,540.358,28.0,304.894,False,False,True,15.079,housing|node1
-30.0,8.0,157.304,111.301,554.935,32.0,314.608,False,False,True,15.079,housing|node1
-30.0,10.0,147.801,111.301,566.57,28.0,295.602,False,False,True,15.079,housing|node1
-30.0,12.0,124.979,111.301,575.095,16.0,249.959,False,False,True,15.079,housing|node1
-30.0,14.0,107.44,111.301,507.012,48.0,214.88,False,False,True,15.079,housing|node1
-30.0,16.0,94.551,111.301,481.518,64.0,189.101,False,False,True,15.079,housing|node1
-30.0,18.0,84.514,111.301,466.469,74.0,169.029,False,False,True,15.079,housing|node1
-30.0,20.0,76.319,111.301,453.107,90.0,152.638,False,False,True,15.079,housing|node1
-30.0,22.0,69.743,111.301,440.142,136.0,139.486,False,False,True,15.079,housing|node1
-30.0,24.0,62.595,111.301,431.214,154.0,125.19,False,False,True,15.079,housing|node1
-30.0,26.0,54.981,111.301,422.51,82.0,109.962,False,False,True,15.079,housing|node1
-30.0,28.0,51.687,121.994,412.096,70.0,103.374,False,False,True,15.079,housing|node1
-30.0,30.0,48.841,136.301,399.217,60.0,97.683,False,False,True,15.079,housing|node1
-30.0,32.0,55.468,148.003,98.437,56.0,110.937,False,False,True,15.079,housing|node1
-30.0,34.0,63.046,156.996,97.028,56.0,126.093,False,False,True,15.079,housing|node1
-30.0,36.0,68.288,163.243,95.772,50.0,136.576,False,False,True,15.079,housing|node1
-28.0,-36.0,,,,,,False,False,False,-45.9,housing|node8
-28.0,-34.0,,,,,,False,False,False,-40.139,housing|node8
-28.0,-32.0,,,,,,False,False,False,-32.818,housing|node8
-28.0,-30.0,,,,,,False,False,False,-23.979,housing|node8
-28.0,-28.0,,,,,,False,False,False,-13.69,housing|node8
-28.0,-26.0,,,,,,False,False,False,-2.04,housing|node8
-28.0,-24.0,,,,,,False,False,False,-38.383,housing|node9
-28.0,-22.0,,,,,,False,False,False,-22.115,housing|node9
-28.0,-20.0,,,,,,False,False,False,-3.459,housing|node9
-28.0,-18.0,46.409,-39.303,266.747,98.0,86.06,False,True,True,3.834,housing|gripper_claw_left
-28.0,-16.0,48.624,-53.777,268.571,90.0,91.384,False,True,True,15.926,housing|node1
-28.0,-14.0,51.6,-74.41,271.568,88.0,98.149,False,True,True,15.926,housing|node1
-28.0,-12.0,44.839,-205.286,264.786,74.0,87.014,False,True,True,15.926,housing|node1
-28.0,-10.0,61.313,-130.824,281.397,78.0,117.269,False,True,True,15.926,housing|node1
-28.0,-8.0,70.095,-202.355,290.042,58.0,137.614,False,True,True,15.926,housing|node1
-28.0,-6.0,82.496,-195.961,302.564,58.0,162.96,False,True,True,15.926,housing|node1
-28.0,-4.0,92.743,120.333,479.947,30.0,185.485,False,False,True,15.926,housing|node1
-28.0,-2.0,109.973,120.333,502.778,26.0,219.947,False,False,True,15.926,housing|node1
-28.0,0.0,124.67,120.333,523.847,26.0,249.341,False,False,True,15.926,housing|node1
-28.0,2.0,135.555,120.333,542.766,26.0,271.11,False,False,True,15.926,housing|node1
-28.0,4.0,140.918,120.333,559.194,26.0,281.835,False,False,True,15.926,housing|node1
-28.0,6.0,138.092,120.333,572.844,30.0,276.184,False,False,True,15.926,housing|node1
-28.0,8.0,123.155,120.333,583.492,24.0,246.311,False,False,True,15.926,housing|node1
-28.0,10.0,99.457,120.333,590.979,18.0,198.914,False,False,True,15.926,housing|node1
-28.0,12.0,81.913,120.333,520.803,42.0,163.826,False,False,True,15.926,housing|node1
-28.0,14.0,69.932,120.333,486.954,48.0,139.865,False,False,True,15.926,housing|node1
-28.0,16.0,60.462,120.333,474.751,54.0,120.924,False,False,True,15.926,housing|node1
-28.0,18.0,53.429,120.333,449.149,56.0,106.858,False,False,True,15.926,housing|node1
-28.0,20.0,47.886,120.333,440.69,62.0,95.772,False,False,True,15.926,housing|node1
-28.0,22.0,45.113,122.467,432.778,64.0,90.227,False,False,True,15.926,housing|node1
-28.0,24.0,59.665,141.319,422.347,150.0,119.331,False,False,True,15.926,housing|node1
-28.0,26.0,63.09,157.874,95.122,52.0,126.18,False,False,True,15.926,housing|node1
-28.0,28.0,75.111,171.904,92.458,44.0,150.222,False,False,True,15.926,housing|node1
-28.0,30.0,85.146,183.247,90.588,44.0,170.292,False,False,True,15.926,housing|node1
-28.0,32.0,92.815,191.805,89.158,42.0,185.631,False,False,True,15.926,housing|node1
-28.0,34.0,98.034,197.55,88.285,40.0,196.067,False,False,True,15.926,housing|node1
-28.0,36.0,100.707,200.518,87.714,40.0,201.414,False,False,True,15.926,housing|node1
-26.0,-36.0,,,,,,False,False,False,-23.039,housing|node8
-26.0,-34.0,,,,,,False,False,False,-15.072,housing|node8
-26.0,-32.0,,,,,,False,False,False,-5.644,housing|node8
-26.0,-30.0,,,,,,False,False,False,-44.07,housing|node9
-26.0,-28.0,,,,,,False,False,False,-32.728,housing|node9
-26.0,-26.0,,,,,,False,False,False,-18.698,housing|node9
-26.0,-24.0,,,,,,False,False,False,-2.143,housing|node9
-26.0,-22.0,,,,,,False,False,False,-0.192,housing|gripper_claw_left
-26.0,-20.0,53.809,-23.767,273.756,94.0,99.063,False,True,True,16.718,housing|node1
-26.0,-18.0,56.453,-34.894,276.715,86.0,106.097,False,True,True,16.718,housing|node1
-26.0,-16.0,60.252,-56.639,280.199,90.0,113.236,False,True,True,16.718,housing|node1
-26.0,-14.0,64.755,-73.167,284.702,78.0,122.453,False,True,True,16.718,housing|node1
-26.0,-12.0,67.087,-177.182,287.034,54.0,132.136,False,True,True,16.718,housing|node1
-26.0,-10.0,79.777,-172.946,299.724,50.0,157.59,False,True,True,16.718,housing|node1
-26.0,-8.0,91.699,-165.459,311.953,54.0,181.612,False,True,True,16.718,housing|node1
-26.0,-6.0,101.048,-154.811,321.171,58.0,201.819,False,True,True,16.718,housing|node1
-26.0,-4.0,104.898,129.118,520.21,26.0,209.795,False,False,True,16.718,housing|node1
-26.0,-2.0,115.553,129.118,540.497,24.0,231.106,False,False,True,16.718,housing|node1
-26.0,0.0,121.897,129.118,558.555,26.0,243.794,False,False,True,16.718,housing|node1
-26.0,2.0,122.117,129.118,574.05,28.0,244.233,False,False,True,16.718,housing|node1
-26.0,4.0,114.179,129.118,586.706,30.0,228.359,False,False,True,16.718,housing|node1
-26.0,6.0,95.938,129.118,596.305,28.0,191.876,False,False,True,16.718,housing|node1
-26.0,8.0,71.47,129.118,602.7,24.0,142.94,False,False,True,16.718,housing|node1
-26.0,10.0,53.796,129.118,502.342,48.0,107.592,False,False,True,16.718,housing|node1
-26.0,12.0,56.901,-15.0,277.213,68.0,113.802,False,False,True,16.718,housing|node1
-26.0,14.0,57.01,-15.0,277.043,70.0,114.021,False,False,True,16.718,housing|node1
-26.0,16.0,56.803,-15.0,277.367,68.0,113.605,False,False,True,16.718,housing|node1
-26.0,18.0,54.628,-15.0,586.337,38.0,109.256,False,False,True,16.718,housing|node1
-26.0,20.0,64.553,160.324,93.059,52.0,129.107,False,False,True,16.718,housing|node1
-26.0,22.0,80.861,178.98,89.813,48.0,161.722,False,False,True,16.718,housing|node1
-26.0,24.0,95.41,195.248,86.84,44.0,190.819,False,False,True,16.718,housing|node1
-26.0,26.0,107.796,208.905,84.16,44.0,215.592,False,False,True,16.718,housing|node1
-26.0,28.0,117.721,219.795,81.694,42.0,235.443,False,False,True,16.718,housing|node1
-26.0,30.0,125.184,227.829,80.183,40.0,250.368,False,False,True,16.718,housing|node1
-26.0,32.0,129.927,232.984,78.889,38.0,259.855,False,False,True,16.718,housing|node1
-26.0,34.0,132.164,235.306,78.74,40.0,264.327,False,False,True,16.718,housing|node1
-26.0,36.0,131.762,234.904,78.696,40.0,263.524,False,False,True,16.718,housing|node1
-24.0,-36.0,,,,,,False,False,False,-0.036,housing|node8
-24.0,-34.0,,,,,,False,False,False,-37.09,housing|node9
-24.0,-32.0,,,,,,False,False,False,-28.097,housing|node9
-24.0,-30.0,,,,,,False,False,False,-16.395,housing|node9
-24.0,-28.0,,,,,,False,False,False,-2.088,housing|node9
-24.0,-26.0,,,,,,False,False,False,-3.452,housing|gripper_claw_left
-24.0,-24.0,57.038,3.498,276.962,156.0,92.289,False,True,True,16.704,housing|gripper_claw_left
-24.0,-22.0,59.781,-6.789,279.728,112.0,107.462,False,True,True,17.456,housing|node1
-24.0,-20.0,63.003,-21.951,282.95,102.0,118.408,False,True,True,17.456,housing|node1
-24.0,-18.0,66.753,-36.85,287.084,92.0,126.232,False,True,True,17.456,housing|node1
-24.0,-16.0,71.83,-58.467,291.777,82.0,138.766,False,True,True,17.456,housing|node1
-24.0,-14.0,75.198,-146.449,295.231,56.0,147.633,False,True,True,17.456,housing|node1
-24.0,-12.0,87.364,-141.134,307.552,50.0,172.576,False,True,True,17.456,housing|node1
-24.0,-10.0,98.93,-132.61,319.398,54.0,195.935,False,True,True,17.456,housing|node1
-24.0,-8.0,107.432,-120.975,327.678,58.0,214.733,False,True,True,17.456,housing|node1
-24.0,-6.0,109.709,-106.397,329.773,56.0,219.417,False,False,True,17.456,housing|node1
-24.0,-4.0,100.688,137.585,552.956,28.0,201.375,False,False,True,17.456,housing|node1
-24.0,-2.0,102.687,137.585,570.082,26.0,205.375,False,False,True,17.456,housing|node1
-24.0,0.0,98.698,137.585,584.581,30.0,197.395,False,False,True,17.456,housing|node1
-24.0,2.0,86.842,137.585,596.182,32.0,173.684,False,False,True,17.456,housing|node1
-24.0,4.0,66.632,137.585,604.681,32.0,133.263,False,False,True,17.456,housing|node1
-24.0,6.0,68.861,-15.0,288.856,62.0,137.722,False,False,True,17.456,housing|node1
-24.0,8.0,68.78,-15.0,289.019,62.0,137.56,False,False,True,17.456,housing|node1
-24.0,10.0,68.718,-15.0,289.142,60.0,137.437,False,False,True,17.456,housing|node1
-24.0,12.0,65.944,-15.0,605.933,28.0,131.889,False,False,True,17.456,housing|node1
-24.0,14.0,78.725,-15.0,598.256,28.0,157.449,False,False,True,17.456,housing|node1
-24.0,16.0,86.549,-15.0,587.703,28.0,173.097,False,False,True,17.456,housing|node1
-24.0,18.0,98.28,199.284,83.257,46.0,196.56,False,False,True,17.456,housing|node1
-24.0,20.0,114.994,217.645,79.35,44.0,229.988,False,False,True,17.456,housing|node1
-24.0,22.0,129.654,233.528,75.005,40.0,259.308,False,False,True,17.456,housing|node1
-24.0,24.0,141.914,246.716,71.28,34.0,283.828,False,False,True,17.456,housing|node1
-24.0,26.0,151.894,257.061,-15.0,16.0,303.789,False,False,True,17.456,housing|node1
-24.0,28.0,159.217,264.481,-15.0,16.0,318.434,False,False,True,17.456,housing|node1
-24.0,30.0,163.641,268.961,-15.0,14.0,327.283,False,False,True,17.456,housing|node1
-24.0,32.0,165.217,270.556,-15.0,14.0,330.434,False,False,True,17.456,housing|node1
-24.0,34.0,164.06,269.384,-15.0,14.0,328.12,False,False,True,17.456,housing|node1
-24.0,36.0,160.348,265.626,-15.0,16.0,320.696,False,False,True,17.456,housing|node1
-22.0,-36.0,,,,,,False,False,False,-24.69,housing|node9
-22.0,-34.0,,,,,,False,False,False,-15.353,housing|node9
-22.0,-32.0,,,,,,False,False,False,-3.385,housing|node9
-22.0,-30.0,,,,,,False,False,False,-5.952,housing|gripper_claw_left
-22.0,-28.0,52.513,147.408,93.186,62.0,105.026,False,False,True,9.834,housing|gripper_claw_left
-22.0,-26.0,52.575,147.408,92.82,62.0,105.151,False,False,True,18.138,housing|node1
-22.0,-24.0,63.413,11.901,282.233,172.0,91.231,False,True,True,18.138,housing|node1
-22.0,-22.0,67.895,2.549,288.153,132.0,117.597,False,True,True,18.138,housing|node1
-22.0,-20.0,72.138,-12.177,292.245,96.0,137.971,False,True,True,18.138,housing|node1
-22.0,-18.0,77.351,-30.321,297.298,82.0,149.432,False,True,True,18.138,housing|node1
-22.0,-16.0,84.278,-45.704,304.225,76.0,160.307,False,True,True,18.138,housing|node1
-22.0,-14.0,92.777,-107.472,313.33,46.0,183.748,False,True,True,18.138,housing|node1
-22.0,-12.0,104.217,-97.973,324.164,50.0,206.881,False,True,True,18.138,housing|node1
-22.0,-10.0,111.586,-85.421,331.533,60.0,223.171,False,False,True,18.138,housing|node1
-22.0,-8.0,111.446,-69.991,331.393,58.0,222.892,False,False,True,18.138,housing|node1
-22.0,-6.0,104.765,-51.926,324.789,56.0,209.53,False,False,True,18.138,housing|node1
-22.0,-4.0,93.161,-31.528,313.108,60.0,186.322,False,False,True,18.138,housing|node1
-22.0,-2.0,74.065,147.408,590.52,32.0,148.129,False,False,True,18.138,housing|node1
-22.0,0.0,82.587,-15.0,303.257,54.0,165.174,False,False,True,18.138,housing|node1
-22.0,2.0,82.74,-15.0,302.809,56.0,165.481,False,False,True,18.138,housing|node1
-22.0,4.0,82.712,-15.0,302.892,56.0,165.424,False,False,True,18.138,housing|node1
-22.0,6.0,82.581,-15.0,303.274,50.0,165.163,False,False,True,18.138,housing|node1
-22.0,8.0,87.426,-15.0,610.65,28.0,174.851,False,False,True,18.138,housing|node1
-22.0,10.0,102.296,-15.0,604.861,22.0,204.592,False,False,True,18.138,housing|node1
-22.0,12.0,113.685,-15.0,595.999,26.0,227.371,False,False,True,18.138,housing|node1
-22.0,14.0,118.143,-15.0,584.284,18.0,236.286,False,False,True,18.138,housing|node1
-22.0,16.0,133.82,238.723,-15.0,18.0,267.639,False,False,True,18.138,housing|node1
-22.0,18.0,151.527,256.689,-15.0,16.0,303.053,False,False,True,18.138,housing|node1
-22.0,20.0,166.732,272.089,-15.0,14.0,333.463,False,False,True,18.138,housing|node1
-22.0,22.0,179.213,284.715,-15.0,12.0,358.426,False,False,True,18.138,housing|node1
-22.0,24.0,188.819,294.424,-15.0,14.0,377.638,False,False,True,18.138,housing|node1
-22.0,26.0,195.47,301.142,-15.0,14.0,390.94,False,False,True,18.138,housing|node1
-22.0,28.0,199.157,304.865,-15.0,12.0,398.314,False,False,True,18.138,housing|node1
-22.0,30.0,199.94,305.656,-15.0,12.0,399.88,False,False,True,18.138,housing|node1
-22.0,32.0,197.946,303.642,-15.0,12.0,395.892,False,False,True,18.138,housing|node1
-22.0,34.0,193.362,299.013,-15.0,14.0,386.724,False,False,True,18.138,housing|node1
-22.0,36.0,186.432,292.012,-15.0,14.0,372.864,False,False,True,18.138,housing|node1
-20.0,-36.0,,,,,,False,False,False,-6.108,housing|node9
-20.0,-34.0,,,,,,False,False,False,-7.744,housing|gripper_claw_left
-20.0,-32.0,64.112,161.969,88.004,62.0,128.223,False,False,True,3.557,housing|gripper_claw_left
-20.0,-30.0,64.083,161.969,87.54,60.0,128.165,False,False,True,18.763,housing|node1
-20.0,-28.0,64.166,161.969,87.781,62.0,128.333,False,False,True,18.763,housing|node1
-20.0,-26.0,58.796,161.969,-15.0,30.0,117.592,False,False,True,18.763,housing|node1
-20.0,-24.0,67.333,17.166,285.055,140.0,112.941,False,True,True,18.763,housing|node1
-20.0,-22.0,75.184,12.919,294.083,168.0,126.109,False,True,True,18.763,housing|node1
-20.0,-20.0,81.211,3.761,301.071,126.0,147.205,False,True,True,18.763,housing|node1
-20.0,-18.0,87.644,-12.945,308.125,86.0,165.739,False,True,True,18.763,housing|node1
-20.0,-16.0,96.272,-72.554,316.642,46.0,190.671,False,True,True,18.763,housing|node1
-20.0,-14.0,107.201,-62.151,327.602,52.0,212.316,False,True,True,18.763,housing|node1
-20.0,-12.0,113.414,-48.757,333.549,66.0,226.828,False,False,True,18.763,housing|node1
-20.0,-10.0,108.89,-32.557,329.072,62.0,217.78,False,False,True,18.763,housing|node1
-20.0,-8.0,98.117,-15.0,318.336,58.0,196.235,False,False,True,18.763,housing|node1
-20.0,-6.0,98.623,-15.0,318.824,58.0,197.246,False,False,True,18.763,housing|node1
-20.0,-4.0,99.038,-15.0,319.04,58.0,198.077,False,False,True,18.763,housing|node1
-20.0,-2.0,99.264,-15.0,319.333,54.0,198.527,False,False,True,18.763,housing|node1
-20.0,0.0,99.289,-15.0,319.796,52.0,198.579,False,False,True,18.763,housing|node1
-20.0,2.0,99.372,-15.0,319.322,54.0,198.744,False,False,True,18.763,housing|node1
-20.0,4.0,105.891,-15.0,609.654,26.0,211.781,False,False,True,18.763,housing|node1
-20.0,6.0,125.288,-15.0,605.883,22.0,250.575,False,False,True,18.763,housing|node1
-20.0,8.0,139.552,-15.0,598.893,22.0,279.104,False,False,True,18.763,housing|node1
-20.0,10.0,147.243,-15.0,588.851,16.0,294.486,False,False,True,18.763,housing|node1
-20.0,12.0,152.951,258.132,-15.0,16.0,305.901,False,False,True,18.763,housing|node1
-20.0,14.0,172.563,277.99,-15.0,12.0,345.126,False,False,True,18.763,housing|node1
-20.0,16.0,189.847,295.462,-15.0,14.0,379.693,False,False,True,18.763,housing|node1
-20.0,18.0,204.525,310.285,-15.0,12.0,409.051,False,False,True,18.763,housing|node1
-20.0,20.0,216.39,322.256,-15.0,12.0,432.78,False,False,True,18.763,housing|node1
-20.0,22.0,225.301,331.242,-15.0,12.0,450.601,False,False,True,18.763,housing|node1
-20.0,24.0,231.188,337.176,-15.0,12.0,462.375,False,False,True,18.763,housing|node1
-20.0,26.0,234.053,340.064,-15.0,12.0,468.106,False,False,True,18.763,housing|node1
